"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[sample dilution ratio]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[internal standard]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[internal standard amount]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[flow rate]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[ion source]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[detector]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[ionization mode]"	"Term Source REF"	"Term Accession Number"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Normalization Name"	"Data Transformation Name"	"Derived Spectral Data File"	"Metabolite Assignment File"	"Factor Value[selectively maintained organism]"	"Term Source REF"	"Term Accession Number"
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014HPEneg_09-11-09--Exp03.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014HSEneg_09-11-09--Exp01.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014HSEneg_09-11-09--Exp02.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014HSEneg_09-11-09--Exp03.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014HTUneg_09-11-09--Exp01.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014HTUneg_09-11-09--Exp02.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014HTUneg_09-11-09--Exp03.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014TPEneg_09-11-09--Exp01.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014TPEneg_09-11-09--Exp02.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"FAM014TPEneg_09-11-09--Exp03.mzdata"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
"IPB-Halle.Group-13.Subject-1.cone"	"MS extraction"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1"	"ESI-FTICR mass spectrometry"	"1/5 (v/v) in methanol?"	""	""	"umbelliferone"	"CHEBI"	"http://purl.obolibrary.org/obo/CHEBI_27510"	"8"	"microgram per milliliter"	"UO"	"http://purl.obolibrary.org/obo/UO_0000274"	"2 ml  per minute"	""	""	"Bruker Apex III Fourier Transform ion cyclotron resonance"	""	""	"electrospray ionization"	"MS"	"http://purl.obolibrary.org/obo/MS_1000073"	"quadrupole ion trap"	"MS"	"http://purl.obolibrary.org/obo/MS_1000082"	"negative ion mode"	"MS"	"http://purl.obolibrary.org/obo/MS_1000076"	"IPB-Halle.Group-13.Subject-1.cone.Extract-1.ESI-FTICR-MSASSAY-1-negative_mode"	""	"data transformation"	"XMASS"	""	""	""	"FTICR-MS-PCA"	"<manuscript-figure8>"	""	""	""	""
